name,label
kabaddi/00000143.jpg,kabaddi
kabaddi/00000300.jpg,kabaddi
kabaddi/00000301.jpg,kabaddi
kabaddi/00000099.jpg,kabaddi
kabaddi/00000435.jpg,kabaddi
kabaddi/00000069.jpg,kabaddi
kabaddi/00000290.jpg,kabaddi
kabaddi/00000406.jpg,kabaddi
kabaddi/00000001.jpg,kabaddi
kabaddi/00000239.jpg,kabaddi
kabaddi/00000074.jpg,kabaddi
kabaddi/00000178.jpeg,kabaddi
kabaddi/00000325.jpg,kabaddi
kabaddi/00000138.jpg,kabaddi
kabaddi/00000254.jpg,kabaddi
kabaddi/00000384.jpg,kabaddi
kabaddi/00000022.jpg,kabaddi
kabaddi/00000107.jpg,kabaddi
kabaddi/00000316.jpg,kabaddi
kabaddi/00000468.jpg,kabaddi
kabaddi/00000245.JPG,kabaddi
kabaddi/00000187.jpg,kabaddi
kabaddi/00000182.jpg,kabaddi
kabaddi/00000326.jpg,kabaddi
kabaddi/00000205.jpg,kabaddi
kabaddi/00000088.jpg,kabaddi
kabaddi/00000260.jpg,kabaddi
kabaddi/00000266.jpg,kabaddi
kabaddi/00000052.jpg,kabaddi
kabaddi/00000215.jpg,kabaddi
kabaddi/00000339.jpg,kabaddi
kabaddi/00000428.jpg,kabaddi
kabaddi/00000446.jpg,kabaddi
kabaddi/00000007.jpg,kabaddi
kabaddi/00000141.jpg,kabaddi
kabaddi/00000122.jpg,kabaddi
kabaddi/00000104.jpg,kabaddi
kabaddi/00000455.jpg,kabaddi
kabaddi/00000054.jpg,kabaddi
kabaddi/00000155.jpg,kabaddi
kabaddi/00000177.jpg,kabaddi
kabaddi/00000388.jpg,kabaddi
kabaddi/00000077.jpg,kabaddi
kabaddi/00000438.jpg,kabaddi
kabaddi/00000394.jpg,kabaddi
kabaddi/00000006.jpg,kabaddi
kabaddi/00000092.jpg,kabaddi
kabaddi/00000222.jpg,kabaddi
kabaddi/00000010.jpg,kabaddi
kabaddi/00000083.jpg,kabaddi
kabaddi/00000173.jpg,kabaddi
kabaddi/00000084.jpeg,kabaddi
kabaddi/00000185.jpg,kabaddi
kabaddi/00000402.jpg,kabaddi
kabaddi/00000451.jpg,kabaddi
kabaddi/00000429.jpg,kabaddi
kabaddi/00000385.jpg,kabaddi
kabaddi/00000229.jpg,kabaddi
kabaddi/00000256.jpg,kabaddi
kabaddi/00000190.jpg,kabaddi
kabaddi/00000103.jpg,kabaddi
kabaddi/00000064.jpg,kabaddi
kabaddi/00000271.jpg,kabaddi
kabaddi/00000210.jpg,kabaddi
kabaddi/00000145.jpg,kabaddi
kabaddi/00000063.jpg,kabaddi
kabaddi/00000452.jpg,kabaddi
kabaddi/00000322.jpg,kabaddi
kabaddi/00000376.jpg,kabaddi
kabaddi/00000028.jpg,kabaddi
kabaddi/00000132.jpeg,kabaddi
kabaddi/00000046.jpg,kabaddi
kabaddi/00000015.jpg,kabaddi
kabaddi/00000437.jpg,kabaddi
kabaddi/00000315.jpg,kabaddi
kabaddi/00000116.png,kabaddi
kabaddi/00000184.JPG,kabaddi
kabaddi/00000200.jpeg,kabaddi
kabaddi/00000456.jpg,kabaddi
kabaddi/00000454.jpg,kabaddi
kabaddi/00000174.jpg,kabaddi
kabaddi/00000255.jpg,kabaddi
kabaddi/00000202.jpg,kabaddi
kabaddi/00000467.jpg,kabaddi
kabaddi/00000389.jpg,kabaddi
kabaddi/00000410.jpg,kabaddi
kabaddi/00000251.jpg,kabaddi
kabaddi/00000133.jpg,kabaddi
kabaddi/00000112.jpg,kabaddi
kabaddi/00000242.jpg,kabaddi
kabaddi/00000162.jpg,kabaddi
kabaddi/00000347.jpg,kabaddi
kabaddi/00000443.jpg,kabaddi
kabaddi/00000148.jpg,kabaddi
kabaddi/00000398.jpg,kabaddi
kabaddi/00000453.jpg,kabaddi
kabaddi/00000114.jpg,kabaddi
kabaddi/00000286.jpg,kabaddi
kabaddi/00000021.jpg,kabaddi
kabaddi/00000097.jpg,kabaddi
kabaddi/00000085.jpg,kabaddi
kabaddi/00000420.jpg,kabaddi
kabaddi/00000472.jpg,kabaddi
kabaddi/00000340.jpg,kabaddi
